0,0.036393
1,0.032310
2,0.015622
3,0.012072
4,0.003728
5,0.007989
6,0.016687
7,0.033375
8,0.046867
9,0.044381
10,0.057696
11,0.054678
12,0.069767
13,0.053613
14,0.051837
15,0.045446
16,0.043849
17,0.055033
18,0.071188
19,0.048819
20,0.048464
21,0.051660
22,0.047044
23,0.051482
