10	0.957550	0.945911
11	0.957797	0.949849
12	0.957258	0.945499
13	0.950263	0.933100
14	0.954825	0.941709
15	0.939944	0.920914
16	0.937704	0.920563
17	0.937052	0.917117
18	0.918923	0.894126
19	0.930854	0.911381
20	0.924120	0.902653
21	0.914799	0.888399
22	0.934935	0.910813
23	0.922246	0.898676
24	0.915848	0.884102
25	0.924328	0.902085
26	0.917742	0.891532
27	0.898767	0.872674
28	0.905821	0.877894
29	0.897736	0.868794
30	0.905017	0.881162
31	0.897952	0.874261
32	0.901665	0.864985
33	0.903977	0.877001
34	0.899439	0.866513
35	0.907864	0.882151
36	0.896614	0.865333
37	0.897156	0.859827
38	0.904361	0.866576
39	0.892917	0.847692
40	0.891029	0.857330
41	0.898498	0.867714
42	0.876428	0.832974
43	0.895047	0.863501
44	0.880094	0.843024
45	0.900764	0.865784
46	0.881923	0.844553
47	0.887586	0.850179
48	0.902368	0.862850
49	0.880635	0.847129
50	0.893958	0.862399
