@RELATION apeic
@ATTRIBUTE hour_of_day {0, 1, 2, 3, 4, 5}
@ATTRIBUTE day_of_week {1, 2, 3, 4, 5, 6, 7}
@ATTRIBUTE stay_point {0, 1, 2, 3, 4, 5, 6, 7, -1}
@ATTRIBUTE activity {STILL, TILTING, UNKNOWN, ON_FOOT, ON_BICYCLE, IN_VEHICLE}
@ATTRIBUTE application {com.dropbox.android, com.htc.video, com.android.chrome, com.cleanmaster.mguard, com.fitnesskeeper.runkeeper.pro, com.facebook.orca, com.facebook.katana, tw.edu.ntu.ee.arbor.apeic, com.tul.aviate, com.android.htcdialer, com.htc.lmw, com.android.vending, com.anydo, com.android.packageinstaller, com.htc.calendar, com.google.android.googlequicksearchbox, com.twitter.android, com.android.htccontacts, com.android.phone, gogolook.callgogolook2, android, ch.bitspin.timely, com.htc.htcpowermanager, com.google.android.music, com.google.android.gm, com.StorySense.WhatsTheNumberLite, com.android.systemui, com.anydo.cal, com.google.android.apps.genie.geniewidget, qr.barcode.mttb1, com.cleanmaster.security, kr.co.vcnc.android.couple, com.htc.album, jp.naver.line.android, com.google.android.apps.maps, com.contapps.android, com.android.settings, com.android.mms, com.android.camera, nexti.android.bustaipei}
@data
1, 1, 1, STILL, com.google.android.googlequicksearchbox
1, 1, 1, STILL, com.android.chrome
1, 1, 1, STILL, com.google.android.googlequicksearchbox
1, 1, 1, STILL, com.android.chrome
1, 1, 1, STILL, com.android.settings
1, 1, 1, STILL, com.android.settings
1, 1, 1, STILL, com.android.settings
1, 1, 1, STILL, com.htc.lmw
1, 1, 1, STILL, com.android.settings
1, 1, 1, STILL, com.htc.lmw
1, 1, 1, STILL, com.android.settings
1, 1, 1, STILL, com.htc.album
2, 1, 1, STILL, com.htc.album
3, 1, 1, TILTING, com.fitnesskeeper.runkeeper.pro
3, 1, 1, TILTING, com.tul.aviate
3, 1, 1, UNKNOWN, com.android.settings
3, 1, 1, TILTING, com.tul.aviate
3, 1, 1, UNKNOWN, com.facebook.orca
0, 1, 1, TILTING, com.facebook.orca
2, 1, 1, TILTING, com.android.settings
0, 1, 1, TILTING, com.tul.aviate
0, 1, 1, UNKNOWN, com.htc.album
0, 1, 1, UNKNOWN, com.htc.video
0, 1, 1, UNKNOWN, com.htc.album
2, 1, 1, STILL, com.tul.aviate
3, 1, 1, TILTING, com.tul.aviate
3, 1, 1, TILTING, com.google.android.music
3, 1, 1, TILTING, com.android.settings
3, 1, 0, STILL, com.facebook.katana
3, 1, 0, STILL, com.android.vending
3, 1, 0, STILL, com.htc.album
0, 2, 0, UNKNOWN, com.cleanmaster.mguard
0, 2, 0, UNKNOWN, com.tul.aviate
0, 2, 0, TILTING, com.google.android.gm
0, 2, 0, STILL, com.android.vending
0, 2, 0, STILL, com.cleanmaster.security
0, 2, 0, STILL, com.tul.aviate
1, 2, 0, TILTING, com.tul.aviate
1, 2, 0, STILL, com.facebook.orca
1, 2, 0, STILL, com.android.vending
1, 2, 0, STILL, com.google.android.googlequicksearchbox
1, 2, 0, STILL, com.android.chrome
1, 2, 0, STILL, com.google.android.googlequicksearchbox
1, 2, 0, UNKNOWN, com.android.chrome
1, 2, 0, UNKNOWN, com.google.android.googlequicksearchbox
1, 2, 0, STILL, com.android.chrome
1, 2, 0, STILL, com.google.android.googlequicksearchbox
1, 2, 0, STILL, com.android.chrome
1, 2, 0, UNKNOWN, com.android.vending
1, 2, 0, TILTING, com.android.chrome
1, 2, 0, STILL, com.google.android.googlequicksearchbox
1, 2, 0, STILL, com.android.chrome
1, 2, 0, UNKNOWN, com.cleanmaster.mguard
1, 2, 0, STILL, com.android.systemui
1, 2, 0, STILL, com.android.vending
1, 2, 0, STILL, com.facebook.katana
1, 2, 0, STILL, com.tul.aviate
1, 2, 0, STILL, ch.bitspin.timely
2, 2, 0, TILTING, ch.bitspin.timely
2, 2, 0, STILL, ch.bitspin.timely
3, 2, 0, STILL, ch.bitspin.timely
3, 2, 0, STILL, com.android.chrome
3, 2, 0, STILL, com.google.android.gm
3, 2, 0, STILL, com.tul.aviate
3, 2, 0, STILL, com.google.android.gm
3, 2, 0, STILL, com.google.android.googlequicksearchbox
3, 2, 0, STILL, com.android.chrome
3, 2, 0, STILL, com.google.android.gm
3, 2, 0, STILL, com.android.chrome
3, 2, 0, STILL, com.google.android.gm
3, 2, 0, UNKNOWN, com.htc.lmw
3, 2, 0, STILL, com.cleanmaster.mguard
3, 2, 0, STILL, com.android.settings
3, 2, 0, UNKNOWN, com.cleanmaster.mguard
3, 2, 0, STILL, com.android.vending
3, 2, 0, UNKNOWN, com.htc.lmw
3, 2, 0, STILL, com.cleanmaster.mguard
3, 2, 0, STILL, com.tul.aviate
3, 2, 0, STILL, com.htc.lmw
3, 2, 0, STILL, com.cleanmaster.mguard
3, 2, 0, STILL, jp.naver.line.android
3, 2, 0, STILL, com.htc.album
3, 2, 0, UNKNOWN, com.facebook.orca
3, 2, 0, TILTING, com.tul.aviate
3, 2, -1, ON_FOOT, com.google.android.music
3, 2, 0, TILTING, com.google.android.music
0, 2, 0, TILTING, com.google.android.music
0, 2, -1, ON_FOOT, com.android.settings
0, 2, 1, UNKNOWN, com.android.chrome
0, 2, 1, STILL, com.facebook.orca
0, 2, 1, TILTING, com.facebook.orca
0, 2, -1, ON_FOOT, com.android.settings
0, 2, -1, ON_FOOT, com.android.chrome
0, 2, 1, TILTING, com.android.chrome
