@RELATION apeic
@ATTRIBUTE hour_of_day {0, 1, 2, 3, 4, 5}
@ATTRIBUTE day_of_week {1, 2, 3, 4, 5, 6, 7}
@ATTRIBUTE stay_point {0, 1, 2, 3, 4, 5, 6, 7, 8, -1}
@ATTRIBUTE activity {STILL, TILTING, UNKNOWN, ON_FOOT, ON_BICYCLE, IN_VEHICLE}
@ATTRIBUTE application {tw.com.sstc.youbike, com.dropbox.android, com.android.mms, com.android.chrome, com.google.android.apps.maps, com.facebook.katana, tw.edu.ntu.ee.arbor.apeic, com.htc.usage, com.android.vending, com.tumblr, com.metago.astro, com.android.packageinstaller, com.google.android.apps.plus, com.google.android.googlequicksearchbox, com.android.htccontacts, com.android.systemui, android, com.google.android.keep, com.android.calculator2, com.google.android.gm, com.inventec.dreye.htc, com.google.android.calendar, com.htc.Weather, com.google.android.talk, com.android.phone, com.android.camera, com.htc.album, com.grooveshark.android.v1, com.thinkyeah.smartlockfree, jp.naver.line.android, com.facebook.pages.app, com.htc.android.worldclock, com.king.candycrushsaga, com.android.settings, com.htc.launcher, com.google.android.apps.blogger, com.android.providers.downloads.ui, com.thinkyeah.apphider, com.google.android.gms, com.csst.ecdict}
@data
3, 7, 4, UNKNOWN, com.android.chrome
3, 7, 4, UNKNOWN, com.google.android.apps.maps
3, 7, 4, UNKNOWN, com.android.phone
3, 7, 4, TILTING, com.android.phone
3, 7, 4, TILTING, com.google.android.apps.maps
3, 7, 4, TILTING, com.google.android.apps.maps
3, 7, -1, ON_FOOT, com.android.htccontacts
3, 7, -1, ON_FOOT, com.android.htccontacts
3, 7, 4, UNKNOWN, com.android.phone
3, 7, 4, UNKNOWN, com.android.phone
0, 1, 2, TILTING, com.android.htccontacts
0, 1, 2, TILTING, com.android.phone
0, 1, 2, TILTING, com.android.htccontacts
1, 1, 2, TILTING, com.htc.launcher
2, 1, 2, TILTING, com.htc.launcher
2, 1, 2, STILL, com.android.systemui
2, 1, 2, TILTING, com.htc.launcher
2, 1, 2, TILTING, com.android.camera
2, 1, 2, UNKNOWN, com.htc.album
2, 1, 2, STILL, com.htc.launcher
2, 1, 2, STILL, jp.naver.line.android
3, 1, 2, TILTING, com.htc.android.worldclock
3, 1, 2, TILTING, com.htc.android.worldclock
1, 1, 2, STILL, com.htc.android.worldclock
1, 1, 2, TILTING, com.htc.android.worldclock
1, 1, 2, STILL, jp.naver.line.android
1, 1, 2, STILL, com.htc.launcher
1, 1, 2, UNKNOWN, com.htc.launcher
1, 1, 2, STILL, com.google.android.calendar
1, 1, 2, TILTING, com.htc.launcher
1, 1, 2, UNKNOWN, com.htc.Weather
3, 1, 4, TILTING, com.android.phone
3, 1, 4, TILTING, com.htc.launcher
3, 1, 4, TILTING, com.android.camera
0, 1, 4, TILTING, com.htc.launcher
0, 1, 4, UNKNOWN, com.google.android.apps.maps
0, 1, 4, TILTING, com.android.htccontacts
0, 1, 4, UNKNOWN, com.android.phone
0, 1, 4, TILTING, com.android.htccontacts
1, 1, 6, TILTING, com.android.htccontacts
1, 1, 6, UNKNOWN, com.android.chrome
1, 1, 6, TILTING, com.htc.launcher
1, 1, 6, TILTING, com.htc.launcher
1, 1, 6, TILTING, tw.edu.ntu.ee.arbor.apeic
1, 1, 6, TILTING, com.htc.launcher
1, 1, 6, TILTING, com.htc.launcher
1, 1, 6, UNKNOWN, com.facebook.katana
1, 1, 6, UNKNOWN, com.android.settings
1, 1, 6, TILTING, com.android.phone
1, 1, 6, TILTING, com.htc.launcher
2, 1, 6, STILL, com.htc.launcher
2, 1, 6, TILTING, com.htc.launcher
2, 1, 6, TILTING, com.htc.launcher
2, 1, 6, UNKNOWN, com.android.phone
2, 1, 6, TILTING, com.google.android.apps.maps
2, 1, 6, UNKNOWN, com.android.htccontacts
2, 1, 6, TILTING, com.android.phone
2, 1, 6, TILTING, com.android.htccontacts
2, 1, 6, TILTING, com.android.mms
2, 1, 6, TILTING, com.htc.launcher
2, 1, -1, IN_VEHICLE, com.android.phone
2, 1, 6, TILTING, com.android.htccontacts
2, 1, 6, TILTING, com.android.htccontacts
2, 1, 6, TILTING, com.android.phone
2, 1, 2, TILTING, com.android.htccontacts
2, 1, 2, TILTING, com.htc.launcher
3, 1, -1, ON_FOOT, com.htc.launcher
0, 1, -1, ON_FOOT, com.android.phone
0, 1, 2, TILTING, com.htc.launcher
0, 1, 2, UNKNOWN, com.google.android.calendar
0, 1, 2, TILTING, com.htc.launcher
0, 1, 2, TILTING, com.htc.launcher
0, 1, 2, UNKNOWN, com.android.mms
0, 1, 2, TILTING, com.android.mms
0, 1, 2, TILTING, com.android.mms
0, 1, 2, TILTING, com.android.mms
0, 1, 2, UNKNOWN, com.htc.launcher
0, 1, 4, UNKNOWN, com.android.chrome
0, 1, 4, TILTING, com.facebook.katana
1, 1, 4, TILTING, com.facebook.katana
1, 1, 4, UNKNOWN, com.htc.launcher
1, 1, 4, TILTING, com.android.camera
1, 1, 4, TILTING, com.htc.album
2, 1, -1, ON_FOOT, com.htc.album
3, 1, 4, TILTING, com.htc.album
0, 1, 4, TILTING, com.htc.album
1, 1, 4, TILTING, com.android.camera
1, 1, 4, UNKNOWN, com.google.android.gm
1, 1, 4, TILTING, com.htc.launcher
1, 1, 4, TILTING, com.android.phone
1, 1, 4, TILTING, com.htc.launcher
1, 1, 4, STILL, com.htc.launcher
1, 1, 4, TILTING, com.android.camera
1, 1, 4, UNKNOWN, com.htc.launcher
1, 1, 4, TILTING, com.htc.launcher
1, 1, 4, TILTING, com.android.phone
1, 2, 2, TILTING, com.android.htccontacts
0, 2, 2, TILTING, com.android.htccontacts
1, 2, 2, TILTING, com.htc.launcher
1, 2, -1, ON_FOOT, com.htc.launcher
1, 2, 0, UNKNOWN, com.google.android.apps.plus
1, 2, 0, UNKNOWN, com.htc.launcher
2, 2, 0, TILTING, com.htc.launcher
2, 2, 0, UNKNOWN, com.android.vending
2, 2, 0, TILTING, com.htc.launcher
2, 2, 0, TILTING, com.htc.launcher
3, 2, 0, TILTING, com.htc.launcher
3, 2, 0, TILTING, com.htc.launcher
2, 2, 0, TILTING, com.htc.launcher
1, 2, 0, STILL, com.android.phone
1, 2, 0, STILL, com.htc.launcher
1, 2, 0, TILTING, com.htc.launcher
1, 2, 0, TILTING, com.htc.launcher
1, 2, 0, TILTING, com.android.htccontacts
1, 2, 0, UNKNOWN, com.android.phone
2, 2, 0, TILTING, com.android.phone
2, 2, 0, TILTING, com.android.htccontacts
2, 2, 0, TILTING, com.android.htccontacts
2, 2, 0, TILTING, com.android.phone
3, 2, 0, TILTING, com.android.htccontacts
3, 2, 0, TILTING, com.htc.launcher
3, 2, 0, STILL, com.inventec.dreye.htc
0, 2, 0, TILTING, com.htc.launcher
0, 2, 0, TILTING, com.htc.launcher
0, 2, 0, TILTING, com.htc.launcher
2, 2, 0, TILTING, com.htc.launcher
2, 2, 0, STILL, com.king.candycrushsaga
2, 2, 0, TILTING, com.android.mms
2, 2, -1, ON_FOOT, com.htc.launcher
2, 2, -1, ON_FOOT, com.android.phone
2, 2, 4, TILTING, com.htc.launcher
2, 2, 4, STILL, com.htc.launcher
2, 2, 4, TILTING, com.htc.launcher
2, 2, 4, UNKNOWN, jp.naver.line.android
2, 2, 4, UNKNOWN, com.htc.launcher
3, 2, 4, TILTING, com.htc.launcher
3, 2, 4, TILTING, com.htc.launcher
3, 2, 4, UNKNOWN, com.google.android.talk
3, 2, -1, ON_FOOT, com.htc.launcher
3, 2, 4, UNKNOWN, com.android.calculator2
3, 2, 4, UNKNOWN, com.htc.launcher
3, 2, 4, TILTING, com.android.camera
0, 2, 2, TILTING, com.htc.launcher
0, 2, 2, TILTING, com.htc.launcher
0, 2, 2, UNKNOWN, com.king.candycrushsaga
0, 2, 2, UNKNOWN, com.google.android.talk
0, 2, 2, UNKNOWN, com.google.android.gm
0, 2, 2, STILL, com.android.systemui
0, 2, 2, STILL, com.king.candycrushsaga
0, 2, 2, TILTING, com.android.phone
0, 2, 2, TILTING, com.htc.launcher
0, 2, 2, TILTING, com.htc.launcher
0, 2, 2, UNKNOWN, com.google.android.talk
0, 2, 2, TILTING, com.android.systemui
0, 2, 2, UNKNOWN, com.google.android.talk
0, 2, 2, TILTING, com.android.phone
0, 2, 2, TILTING, com.htc.launcher
0, 2, 2, UNKNOWN, com.android.htccontacts
0, 2, 2, TILTING, com.htc.launcher
1, 2, 2, TILTING, com.htc.launcher
1, 2, 2, UNKNOWN, com.android.chrome
1, 2, 2, UNKNOWN, com.htc.launcher
1, 2, 2, TILTING, com.htc.launcher
1, 2, 2, TILTING, com.htc.launcher
1, 2, 2, TILTING, com.android.phone
2, 2, 2, TILTING, com.htc.launcher
2, 2, 2, TILTING, com.htc.launcher
3, 2, 2, TILTING, com.king.candycrushsaga
3, 2, 2, TILTING, com.king.candycrushsaga
3, 2, 2, TILTING, com.htc.launcher
3, 3, 2, STILL, jp.naver.line.android
1, 3, 2, TILTING, jp.naver.line.android
1, 3, 2, UNKNOWN, com.google.android.talk
1, 3, 2, TILTING, com.htc.launcher
2, 3, 0, TILTING, com.htc.launcher
3, 3, 0, TILTING, com.htc.launcher
3, 3, 0, UNKNOWN, com.android.mms
3, 3, 0, STILL, com.htc.album
3, 3, 0, TILTING, com.facebook.katana
3, 3, 0, TILTING, android
3, 3, 0, STILL, com.htc.album
3, 3, 0, STILL, android
3, 3, 0, STILL, com.google.android.apps.plus
3, 3, 0, STILL, com.facebook.katana
3, 3, 0, STILL, com.htc.album
3, 3, 0, STILL, com.facebook.katana
3, 3, 0, STILL, android
3, 3, 0, STILL, com.htc.album
3, 3, 0, STILL, com.facebook.katana
3, 3, 0, STILL, com.htc.album
3, 3, 0, TILTING, com.htc.launcher
3, 3, 0, TILTING, com.htc.launcher
0, 3, 0, TILTING, com.htc.launcher
0, 3, 0, TILTING, com.htc.launcher
0, 3, 0, STILL, com.htc.launcher
0, 3, 0, STILL, com.king.candycrushsaga
0, 3, 0, STILL, com.htc.launcher
0, 3, 0, STILL, com.king.candycrushsaga
3, 3, 0, TILTING, com.htc.launcher
3, 3, 0, UNKNOWN, com.google.android.talk
3, 3, 0, TILTING, com.htc.launcher
0, 3, 0, TILTING, com.htc.launcher
0, 3, 0, TILTING, com.htc.launcher
2, 3, 0, TILTING, com.htc.launcher
2, 3, 4, TILTING, com.htc.launcher
2, 3, 4, TILTING, com.htc.launcher
2, 3, 4, TILTING, com.htc.launcher
0, 3, 4, UNKNOWN, com.htc.launcher
0, 3, 4, TILTING, com.htc.launcher
0, 3, 4, STILL, com.google.android.calendar
1, 3, 4, TILTING, com.htc.launcher
1, 3, 4, TILTING, com.htc.launcher
2, 3, 2, TILTING, com.htc.launcher
1, 4, 4, TILTING, com.htc.launcher
1, 4, 4, UNKNOWN, com.google.android.calendar
1, 4, 4, UNKNOWN, com.android.chrome
1, 4, 4, TILTING, com.android.chrome
1, 4, 4, TILTING, com.king.candycrushsaga
2, 4, 0, STILL, com.htc.launcher
3, 4, 0, UNKNOWN, com.htc.launcher
0, 4, 0, TILTING, com.htc.launcher
0, 4, 0, UNKNOWN, com.htc.launcher
2, 4, 0, TILTING, com.htc.launcher
3, 4, 0, TILTING, com.htc.launcher
0, 4, 0, TILTING, com.android.mms
1, 4, 0, TILTING, com.htc.launcher
1, 4, 0, STILL, com.htc.launcher
1, 4, 0, STILL, com.android.mms
1, 4, 0, STILL, com.htc.launcher
1, 4, 0, STILL, com.htc.android.worldclock
