@RELATION apeic
@ATTRIBUTE hour_of_day {0, 1, 2, 3, 4, 5}
@ATTRIBUTE day_of_week {1, 2, 3, 4, 5, 6, 7}
@ATTRIBUTE stay_point {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, -1}
@ATTRIBUTE activity {STILL, TILTING, UNKNOWN, ON_FOOT, ON_BICYCLE, IN_VEHICLE}
@ATTRIBUTE application {com.android.browser, com.android.mms, com.htc.notes, com.google.android.apps.maps, com.facebook.orca, com.facebook.katana, edu.ntu.arbor.sbchao.androidlogger, com.android.vending, com.htc.flashlight, com.google.android.googlequicksearchbox, com.android.htccontacts, com.android.phone, sg.xingzhi.miu_ptt, com.tencent.mm, com.infraware.docmaster, jp.naver.line.android, mong.moptt, com.htc.Weather, com.skystar.twbus, com.android.systemui, com.softstar.Richman, com.htc.album, com.google.android.gm, com.htc.android.worldclock, com.htc.task, com.android.settings, com.htc.launcher, com.android.camera, com.htc.plugin.news}
@data
3, 6, 1, TILTING, mong.moptt
3, 6, 1, UNKNOWN, com.facebook.katana
0, 7, 0, STILL, jp.naver.line.android
1, 7, 0, TILTING, jp.naver.line.android
1, 7, 0, STILL, com.htc.launcher
1, 7, 0, STILL, com.htc.plugin.news
1, 7, 0, STILL, com.htc.plugin.news
1, 7, 0, STILL, com.htc.launcher
1, 7, 0, STILL, com.htc.plugin.news
1, 7, 0, STILL, com.htc.launcher
1, 7, 0, UNKNOWN, com.htc.plugin.news
1, 7, 0, STILL, com.htc.launcher
1, 7, 0, STILL, com.htc.plugin.news
1, 7, 0, STILL, com.htc.launcher
1, 7, 0, STILL, com.htc.plugin.news
1, 7, 0, UNKNOWN, com.htc.launcher
3, 7, 0, TILTING, com.htc.launcher
3, 7, 0, UNKNOWN, com.facebook.katana
3, 7, 1, STILL, sg.xingzhi.miu_ptt
3, 7, 0, UNKNOWN, com.facebook.katana
0, 7, 0, TILTING, com.facebook.katana
0, 7, 0, TILTING, com.htc.launcher
0, 7, 0, TILTING, com.android.htccontacts
0, 7, -1, ON_BICYCLE, com.android.phone
0, 7, 1, TILTING, com.android.htccontacts
0, 7, -1, ON_FOOT, com.android.mms
0, 7, -1, ON_FOOT, com.android.phone
0, 7, 1, TILTING, com.android.mms
0, 7, -1, ON_FOOT, com.htc.launcher
0, 7, 0, TILTING, com.android.phone
0, 7, -1, ON_FOOT, com.htc.launcher
0, 7, -1, ON_FOOT, com.skystar.twbus
0, 7, 0, TILTING, com.htc.launcher
1, 7, 1, TILTING, com.htc.launcher
1, 7, -1, IN_VEHICLE, com.android.htccontacts
1, 7, 1, TILTING, com.android.phone
1, 7, 1, TILTING, com.htc.launcher
1, 7, 1, UNKNOWN, com.htc.launcher
1, 7, 1, STILL, com.android.phone
1, 7, 1, TILTING, com.htc.launcher
1, 7, 1, TILTING, com.skystar.twbus
1, 7, 5, UNKNOWN, com.htc.launcher
1, 7, -1, IN_VEHICLE, com.android.browser
1, 7, 5, UNKNOWN, com.android.browser
1, 7, 5, TILTING, com.android.htccontacts
1, 7, 5, TILTING, com.android.phone
1, 7, 5, TILTING, com.android.htccontacts
1, 7, 5, TILTING, com.android.phone
1, 7, 5, TILTING, com.android.htccontacts
1, 7, 5, TILTING, com.android.phone
3, 7, 5, STILL, com.android.phone
3, 7, 5, STILL, com.android.browser
0, 7, 5, STILL, com.android.browser
0, 7, 5, STILL, com.android.phone
0, 7, 5, STILL, com.android.browser
0, 7, 5, STILL, com.android.phone
0, 7, 5, STILL, com.android.browser
0, 7, 5, STILL, com.android.phone
1, 7, 5, TILTING, com.android.htccontacts
1, 7, 5, TILTING, com.android.phone
1, 7, -1, ON_FOOT, com.android.htccontacts
1, 7, 5, TILTING, com.android.phone
1, 7, 5, TILTING, com.android.htccontacts
1, 7, 5, TILTING, com.htc.launcher
1, 7, 5, UNKNOWN, com.android.browser
1, 7, 5, UNKNOWN, com.htc.launcher
1, 7, 5, TILTING, com.android.phone
1, 7, 5, TILTING, com.htc.launcher
1, 7, -1, ON_FOOT, com.facebook.katana
1, 7, -1, ON_FOOT, com.htc.launcher
1, 7, 5, TILTING, com.htc.launcher
1, 7, 5, TILTING, com.facebook.katana
1, 7, 5, UNKNOWN, com.android.browser
1, 7, 5, UNKNOWN, mong.moptt
2, 7, 5, STILL, com.android.browser
2, 7, 6, STILL, mong.moptt
2, 7, 2, UNKNOWN, com.htc.launcher
2, 7, 2, UNKNOWN, com.facebook.katana
2, 7, 4, UNKNOWN, mong.moptt
2, 7, 0, UNKNOWN, com.htc.plugin.news
2, 7, 0, UNKNOWN, com.htc.launcher
2, 7, 0, TILTING, com.htc.plugin.news
2, 7, 1, TILTING, com.android.htccontacts
2, 7, 1, TILTING, com.android.systemui
2, 7, 1, TILTING, com.android.phone
2, 7, 0, TILTING, com.android.htccontacts
3, 1, 0, TILTING, com.android.htccontacts
3, 1, 0, UNKNOWN, com.facebook.katana
3, 1, 0, TILTING, com.htc.flashlight
3, 1, 0, TILTING, com.htc.launcher
3, 1, 0, TILTING, com.facebook.katana
3, 1, 0, STILL, com.android.browser
0, 1, 0, TILTING, com.htc.launcher
0, 1, 0, UNKNOWN, com.google.android.gm
0, 1, 0, UNKNOWN, com.facebook.katana
0, 1, 0, TILTING, com.htc.launcher
0, 1, 0, TILTING, com.htc.launcher
0, 1, 0, STILL, com.htc.plugin.news
0, 1, 0, STILL, com.htc.launcher
0, 1, 0, UNKNOWN, com.android.settings
0, 1, 0, STILL, com.htc.launcher
0, 1, 0, UNKNOWN, com.htc.plugin.news
0, 1, 0, TILTING, com.htc.launcher
0, 1, 0, TILTING, com.android.phone
0, 1, 0, TILTING, com.android.htccontacts
1, 1, 0, TILTING, com.android.htccontacts
1, 1, 0, UNKNOWN, sg.xingzhi.miu_ptt
1, 1, 1, UNKNOWN, com.android.browser
1, 1, 1, STILL, com.htc.album
1, 1, 1, STILL, com.htc.plugin.news
1, 1, 1, STILL, com.htc.launcher
1, 1, 1, UNKNOWN, mong.moptt
1, 1, 1, UNKNOWN, com.android.browser
1, 1, 1, UNKNOWN, com.htc.launcher
1, 1, 1, STILL, mong.moptt
