@relation ff3be9536122e83f
@attribute latitude real
@attribute longitude real
@data
25.058398, 121.563342
25.058398, 121.563345
25.058398, 121.563353
25.058398, 121.563360
25.058399, 121.563304
25.058399, 121.563306
25.058399, 121.563310
25.058399, 121.563313
25.058399, 121.563314
25.058399, 121.563315
25.058399, 121.563318
25.058399, 121.563319
25.058399, 121.563322
25.058399, 121.563324
25.058399, 121.563325
25.058399, 121.563328
25.058399, 121.563336
25.058399, 121.563338
25.058399, 121.563343
25.058399, 121.563345
25.058399, 121.563351
25.058399, 121.563366
25.058400, 121.563296
25.058400, 121.563299
25.058400, 121.563301
25.058400, 121.563303
25.058400, 121.563306
25.058400, 121.563307
25.058400, 121.563308
25.058400, 121.563310
25.058400, 121.563311
25.058400, 121.563313
25.058400, 121.563314
25.058400, 121.563316
25.058400, 121.563317
25.058400, 121.563318
25.058400, 121.563322
25.058400, 121.563325
25.058400, 121.563326
25.058400, 121.563328
25.058400, 121.563329
25.058400, 121.563330
25.058400, 121.563331
25.058400, 121.563332
25.058400, 121.563334
25.058400, 121.563336
25.058400, 121.563337
25.058400, 121.563339
25.058400, 121.563341
25.058400, 121.563342
25.058400, 121.563344
25.058400, 121.563347
25.058400, 121.563351
25.058400, 121.563359
25.058401, 121.563298
25.058401, 121.563304
25.058401, 121.563305
25.058401, 121.563306
25.058401, 121.563311
25.058401, 121.563312
25.058401, 121.563314
25.058401, 121.563318
25.058401, 121.563319
25.058401, 121.563322
25.058401, 121.563323
25.058401, 121.563324
25.058401, 121.563325
25.058401, 121.563326
25.058401, 121.563328
25.058401, 121.563329
25.058401, 121.563332
25.058401, 121.563333
25.058401, 121.563335
25.058401, 121.563336
25.058401, 121.563338
25.058401, 121.563339
25.058401, 121.563342
25.058401, 121.563359
25.058401, 121.563374
25.058402, 121.563293
25.058402, 121.563297
25.058402, 121.563305
25.058402, 121.563308
25.058402, 121.563309
25.058402, 121.563310
25.058402, 121.563312
25.058402, 121.563313
25.058402, 121.563314
25.058402, 121.563315
25.058402, 121.563317
25.058402, 121.563318
25.058402, 121.563319
25.058402, 121.563320
25.058402, 121.563322
25.058402, 121.563323
25.058402, 121.563324
25.058402, 121.563325
25.058402, 121.563326
25.058402, 121.563328
25.058402, 121.563330
25.058402, 121.563332
25.058402, 121.563334
25.058402, 121.563339
25.058402, 121.563340
25.058402, 121.563341
25.058402, 121.563342
25.058402, 121.563344
25.058402, 121.563346
25.058402, 121.563348
25.058402, 121.563349
25.058402, 121.563352
25.058402, 121.563356
25.058402, 121.563364
25.058402, 121.563370
25.058403, 121.563298
25.058403, 121.563302
25.058403, 121.563304
25.058403, 121.563305
25.058403, 121.563307
25.058403, 121.563308
25.058403, 121.563312
25.058403, 121.563314
25.058403, 121.563315
25.058403, 121.563317
25.058403, 121.563319
25.058403, 121.563320
25.058403, 121.563321
25.058403, 121.563324
25.058403, 121.563326
25.058403, 121.563327
25.058403, 121.563328
25.058403, 121.563330
25.058403, 121.563331
25.058403, 121.563332
25.058403, 121.563334
25.058403, 121.563335
25.058403, 121.563337
25.058403, 121.563338
25.058403, 121.563339
25.058403, 121.563341
25.058403, 121.563342
25.058403, 121.563345
25.058403, 121.563346
25.058403, 121.563349
25.058403, 121.563354
25.058403, 121.563356
25.058403, 121.563357
25.058403, 121.563368
25.058403, 121.563374
25.058404, 121.563218
25.058404, 121.563293
25.058404, 121.563295
25.058404, 121.563306
25.058404, 121.563308
25.058404, 121.563309
25.058404, 121.563312
25.058404, 121.563314
25.058404, 121.563315
25.058404, 121.563316
25.058404, 121.563318
25.058404, 121.563319
25.058404, 121.563320
25.058404, 121.563321
25.058404, 121.563322
25.058404, 121.563323
25.058404, 121.563324
25.058404, 121.563325
25.058404, 121.563328
25.058404, 121.563330
25.058404, 121.563331
25.058404, 121.563332
25.058404, 121.563333
25.058404, 121.563336
25.058404, 121.563337
25.058404, 121.563338
25.058404, 121.563339
25.058404, 121.563340
25.058404, 121.563341
25.058404, 121.563342
25.058404, 121.563343
25.058404, 121.563344
25.058404, 121.563346
25.058404, 121.563348
25.058404, 121.563349
25.058404, 121.563350
25.058404, 121.563351
25.058404, 121.563352
25.058404, 121.563354
25.058404, 121.563365
25.058404, 121.563381
25.058405, 121.563292
25.058405, 121.563296
25.058405, 121.563303
25.058405, 121.563304
25.058405, 121.563306
25.058405, 121.563308
25.058405, 121.563309
25.058405, 121.563310
25.058405, 121.563311
25.058405, 121.563312
25.058405, 121.563313
25.058405, 121.563314
25.058405, 121.563315
25.058405, 121.563316
25.058405, 121.563317
25.058405, 121.563318
25.058405, 121.563319
25.058405, 121.563320
25.058405, 121.563321
25.058405, 121.563322
25.058405, 121.563323
25.058405, 121.563324
25.058405, 121.563326
25.058405, 121.563327
25.058405, 121.563330
25.058405, 121.563331
25.058405, 121.563334
25.058405, 121.563335
25.058405, 121.563336
25.058405, 121.563337
25.058405, 121.563338
25.058405, 121.563339
25.058405, 121.563343
25.058405, 121.563350
25.058405, 121.563351
25.058405, 121.563352
25.058405, 121.563354
25.058405, 121.563355
25.058405, 121.563356
25.058405, 121.563360
25.058406, 121.563299
25.058406, 121.563304
25.058406, 121.563305
25.058406, 121.563307
25.058406, 121.563308
25.058406, 121.563311
25.058406, 121.563312
25.058406, 121.563313
25.058406, 121.563314
25.058406, 121.563315
25.058406, 121.563316
25.058406, 121.563317
25.058406, 121.563318
25.058406, 121.563319
25.058406, 121.563320
25.058406, 121.563321
25.058406, 121.563322
25.058406, 121.563323
25.058406, 121.563325
25.058406, 121.563326
25.058406, 121.563327
25.058406, 121.563328
25.058406, 121.563329
25.058406, 121.563331
25.058406, 121.563332
25.058406, 121.563333
25.058406, 121.563335
25.058406, 121.563336
25.058406, 121.563339
25.058406, 121.563340
25.058406, 121.563341
25.058406, 121.563343
25.058406, 121.563344
25.058406, 121.563348
25.058406, 121.563350
25.058406, 121.563353
25.058406, 121.563354
25.058406, 121.563355
25.058406, 121.563357
25.058406, 121.563358
25.058406, 121.563363
25.058407, 121.563300
25.058407, 121.563301
25.058407, 121.563303
25.058407, 121.563304
25.058407, 121.563306
25.058407, 121.563307
25.058407, 121.563309
25.058407, 121.563310
25.058407, 121.563311
25.058407, 121.563312
25.058407, 121.563314
25.058407, 121.563315
25.058407, 121.563316
25.058407, 121.563317
25.058407, 121.563318
25.058407, 121.563319
25.058407, 121.563320
25.058407, 121.563321
25.058407, 121.563322
25.058407, 121.563323
25.058407, 121.563324
25.058407, 121.563325
25.058407, 121.563326
25.058407, 121.563327
25.058407, 121.563328
25.058407, 121.563329
25.058407, 121.563330
25.058407, 121.563333
25.058407, 121.563336
25.058407, 121.563337
25.058407, 121.563338
25.058407, 121.563342
25.058407, 121.563343
25.058407, 121.563344
25.058407, 121.563346
25.058407, 121.563349
25.058407, 121.563354
25.058407, 121.563359
25.058407, 121.563362
25.058407, 121.563364
25.058407, 121.563366
25.058408, 121.563297
25.058408, 121.563299
25.058408, 121.563300
25.058408, 121.563303
25.058408, 121.563304
25.058408, 121.563305
25.058408, 121.563306
25.058408, 121.563308
25.058408, 121.563309
25.058408, 121.563310
25.058408, 121.563311
25.058408, 121.563312
25.058408, 121.563313
25.058408, 121.563314
25.058408, 121.563315
25.058408, 121.563316
25.058408, 121.563318
25.058408, 121.563319
25.058408, 121.563320
25.058408, 121.563322
25.058408, 121.563323
25.058408, 121.563324
25.058408, 121.563325
25.058408, 121.563326
25.058408, 121.563330
25.058408, 121.563331
25.058408, 121.563332
25.058408, 121.563333
25.058408, 121.563334
25.058408, 121.563335
25.058408, 121.563337
25.058408, 121.563338
25.058408, 121.563340
25.058408, 121.563341
25.058408, 121.563343
25.058408, 121.563344
25.058408, 121.563345
25.058408, 121.563346
25.058408, 121.563347
25.058408, 121.563348
25.058408, 121.563349
25.058408, 121.563351
25.058408, 121.563353
25.058408, 121.563354
25.058408, 121.563357
25.058408, 121.563364
25.058409, 121.563299
25.058409, 121.563303
25.058409, 121.563304
25.058409, 121.563306
25.058409, 121.563307
25.058409, 121.563308
25.058409, 121.563309
25.058409, 121.563310
25.058409, 121.563312
25.058409, 121.563313
25.058409, 121.563316
25.058409, 121.563317
25.058409, 121.563318
25.058409, 121.563319
25.058409, 121.563320
25.058409, 121.563321
25.058409, 121.563322
25.058409, 121.563323
25.058409, 121.563324
25.058409, 121.563325
25.058409, 121.563326
25.058409, 121.563327
25.058409, 121.563328
25.058409, 121.563329
25.058409, 121.563330
25.058409, 121.563332
25.058409, 121.563333
25.058409, 121.563335
25.058409, 121.563338
25.058409, 121.563339
25.058409, 121.563342
25.058409, 121.563343
25.058409, 121.563346
25.058409, 121.563348
25.058409, 121.563353
25.058409, 121.563357
25.058409, 121.563358
25.058409, 121.563362
25.058410, 121.563300
25.058410, 121.563303
25.058410, 121.563305
25.058410, 121.563306
25.058410, 121.563307
25.058410, 121.563308
25.058410, 121.563309
25.058410, 121.563310
25.058410, 121.563311
25.058410, 121.563312
25.058410, 121.563313
25.058410, 121.563314
25.058410, 121.563316
25.058410, 121.563317
25.058410, 121.563318
25.058410, 121.563319
25.058410, 121.563320
25.058410, 121.563321
25.058410, 121.563322
25.058410, 121.563323
25.058410, 121.563324
25.058410, 121.563325
25.058410, 121.563326
25.058410, 121.563327
25.058410, 121.563328
25.058410, 121.563331
25.058410, 121.563332
25.058410, 121.563333
25.058410, 121.563334
25.058410, 121.563335
25.058410, 121.563336
25.058410, 121.563338
25.058410, 121.563340
25.058410, 121.563341
25.058410, 121.563343
25.058410, 121.563345
25.058410, 121.563348
25.058410, 121.563350
25.058410, 121.563353
25.058410, 121.563359
25.058410, 121.563362
25.058410, 121.563369
25.058411, 121.563302
25.058411, 121.563304
25.058411, 121.563307
25.058411, 121.563310
25.058411, 121.563311
25.058411, 121.563312
25.058411, 121.563313
25.058411, 121.563314
25.058411, 121.563316
25.058411, 121.563317
25.058411, 121.563318
25.058411, 121.563320
25.058411, 121.563321
25.058411, 121.563322
25.058411, 121.563323
25.058411, 121.563324
25.058411, 121.563325
25.058411, 121.563326
25.058411, 121.563327
25.058411, 121.563328
25.058411, 121.563329
25.058411, 121.563330
25.058411, 121.563331
25.058411, 121.563332
25.058411, 121.563333
25.058411, 121.563334
25.058411, 121.563335
25.058411, 121.563338
25.058411, 121.563340
25.058411, 121.563346
25.058411, 121.563347
25.058411, 121.563348
25.058411, 121.563349
25.058411, 121.563351
25.058411, 121.563352
25.058411, 121.563360
25.058411, 121.563372
25.058411, 121.563386
25.058412, 121.563276
25.058412, 121.563302
25.058412, 121.563303
25.058412, 121.563307
25.058412, 121.563308
25.058412, 121.563309
25.058412, 121.563310
25.058412, 121.563312
25.058412, 121.563313
25.058412, 121.563314
25.058412, 121.563315
25.058412, 121.563316
25.058412, 121.563317
25.058412, 121.563318
25.058412, 121.563319
25.058412, 121.563320
25.058412, 121.563321
25.058412, 121.563322
25.058412, 121.563323
25.058412, 121.563324
25.058412, 121.563325
25.058412, 121.563326
25.058412, 121.563327
25.058412, 121.563328
25.058412, 121.563329
25.058412, 121.563330
25.058412, 121.563331
25.058412, 121.563333
25.058412, 121.563334
25.058412, 121.563335
25.058412, 121.563336
25.058412, 121.563339
25.058412, 121.563340
25.058412, 121.563341
25.058412, 121.563342
25.058412, 121.563344
25.058412, 121.563346
25.058412, 121.563348
25.058412, 121.563350
25.058412, 121.563352
25.058412, 121.563353
25.058412, 121.563358
25.058412, 121.563362
25.058412, 121.563364
25.058412, 121.563366
25.058412, 121.563377
25.058413, 121.563297
25.058413, 121.563299
25.058413, 121.563303
25.058413, 121.563308
25.058413, 121.563309
25.058413, 121.563310
25.058413, 121.563312
25.058413, 121.563314
25.058413, 121.563315
25.058413, 121.563318
25.058413, 121.563319
25.058413, 121.563321
25.058413, 121.563322
25.058413, 121.563324
25.058413, 121.563325
25.058413, 121.563326
25.058413, 121.563327
25.058413, 121.563328
25.058413, 121.563329
25.058413, 121.563330
25.058413, 121.563331
25.058413, 121.563332
25.058413, 121.563333
25.058413, 121.563334
25.058413, 121.563338
25.058413, 121.563341
25.058413, 121.563342
25.058413, 121.563343
25.058413, 121.563345
25.058413, 121.563346
25.058413, 121.563347
25.058413, 121.563350
25.058413, 121.563351
25.058413, 121.563353
25.058413, 121.563354
25.058413, 121.563359
25.058413, 121.563361
25.058413, 121.563364
25.058414, 121.563276
25.058414, 121.563291
25.058414, 121.563296
25.058414, 121.563302
25.058414, 121.563303
25.058414, 121.563304
25.058414, 121.563305
25.058414, 121.563309
25.058414, 121.563310
25.058414, 121.563311
25.058414, 121.563312
25.058414, 121.563313
25.058414, 121.563314
25.058414, 121.563316
25.058414, 121.563317
25.058414, 121.563318
25.058414, 121.563319
25.058414, 121.563320
25.058414, 121.563321
25.058414, 121.563322
25.058414, 121.563323
25.058414, 121.563325
25.058414, 121.563326
25.058414, 121.563327
25.058414, 121.563328
25.058414, 121.563331
25.058414, 121.563332
25.058414, 121.563333
25.058414, 121.563334
25.058414, 121.563335
25.058414, 121.563336
25.058414, 121.563338
25.058414, 121.563342
25.058414, 121.563347
25.058414, 121.563348
25.058414, 121.563349
25.058414, 121.563350
25.058414, 121.563351
25.058414, 121.563352
25.058414, 121.563353
25.058414, 121.563354
25.058414, 121.563355
25.058414, 121.563356
25.058414, 121.563363
25.058415, 121.563301
25.058415, 121.563302
25.058415, 121.563303
25.058415, 121.563304
25.058415, 121.563307
25.058415, 121.563310
25.058415, 121.563311
25.058415, 121.563312
25.058415, 121.563315
25.058415, 121.563318
25.058415, 121.563319
25.058415, 121.563320
25.058415, 121.563321
25.058415, 121.563322
25.058415, 121.563323
25.058415, 121.563324
25.058415, 121.563325
25.058415, 121.563327
25.058415, 121.563329
25.058415, 121.563330
25.058415, 121.563331
25.058415, 121.563332
25.058415, 121.563334
25.058415, 121.563335
25.058415, 121.563341
25.058415, 121.563342
25.058415, 121.563343
25.058415, 121.563345
25.058415, 121.563346
25.058415, 121.563348
25.058415, 121.563349
25.058415, 121.563350
25.058415, 121.563353
25.058415, 121.563354
25.058415, 121.563366
25.058415, 121.563375
25.058416, 121.563289
25.058416, 121.563302
25.058416, 121.563305
25.058416, 121.563308
25.058416, 121.563309
25.058416, 121.563310
25.058416, 121.563311
25.058416, 121.563313
25.058416, 121.563314
25.058416, 121.563315
25.058416, 121.563316
25.058416, 121.563317
25.058416, 121.563318
25.058416, 121.563319
25.058416, 121.563320
25.058416, 121.563322
25.058416, 121.563324
25.058416, 121.563325
25.058416, 121.563326
25.058416, 121.563329
25.058416, 121.563331
25.058416, 121.563332
25.058416, 121.563333
25.058416, 121.563334
25.058416, 121.563335
25.058416, 121.563336
25.058416, 121.563337
25.058416, 121.563340
25.058416, 121.563343
25.058416, 121.563346
25.058416, 121.563347
25.058416, 121.563348
25.058416, 121.563350
25.058416, 121.563351
25.058416, 121.563352
25.058416, 121.563356
25.058416, 121.563357
25.058416, 121.563358
25.058416, 121.563360
25.058416, 121.563363
25.058416, 121.563364
25.058416, 121.563371
25.058417, 121.563283
25.058417, 121.563292
25.058417, 121.563299
25.058417, 121.563302
25.058417, 121.563308
25.058417, 121.563309
25.058417, 121.563312
25.058417, 121.563313
25.058417, 121.563314
25.058417, 121.563316
25.058417, 121.563317
25.058417, 121.563318
25.058417, 121.563320
25.058417, 121.563321
25.058417, 121.563322
25.058417, 121.563324
25.058417, 121.563325
25.058417, 121.563326
25.058417, 121.563327
25.058417, 121.563330
25.058417, 121.563333
25.058417, 121.563335
25.058417, 121.563336
25.058417, 121.563337
25.058417, 121.563338
25.058417, 121.563339
25.058417, 121.563341
25.058417, 121.563342
25.058417, 121.563343
25.058417, 121.563345
25.058417, 121.563346
25.058417, 121.563348
25.058417, 121.563349
25.058417, 121.563350
25.058417, 121.563351
25.058417, 121.563352
25.058417, 121.563353
25.058417, 121.563358
25.058417, 121.563373
25.058418, 121.563305
25.058418, 121.563307
25.058418, 121.563308
25.058418, 121.563310
25.058418, 121.563312
25.058418, 121.563313
25.058418, 121.563315
25.058418, 121.563316
25.058418, 121.563317
25.058418, 121.563318
25.058418, 121.563320
25.058418, 121.563322
25.058418, 121.563323
25.058418, 121.563324
25.058418, 121.563325
25.058418, 121.563326
25.058418, 121.563327
25.058418, 121.563328
25.058418, 121.563330
25.058418, 121.563331
25.058418, 121.563333
25.058418, 121.563334
25.058418, 121.563336
25.058418, 121.563337
25.058418, 121.563338
25.058418, 121.563339
25.058418, 121.563340
25.058418, 121.563341
25.058418, 121.563342
25.058418, 121.563345
25.058418, 121.563346
25.058418, 121.563347
25.058418, 121.563350
25.058418, 121.563352
25.058418, 121.563353
25.058418, 121.563354
25.058418, 121.563356
25.058418, 121.563360
25.058418, 121.563366
25.058418, 121.563376
25.058418, 121.563391
25.058419, 121.563304
25.058419, 121.563305
25.058419, 121.563310
25.058419, 121.563313
25.058419, 121.563314
25.058419, 121.563316
25.058419, 121.563318
25.058419, 121.563319
25.058419, 121.563320
25.058419, 121.563322
25.058419, 121.563324
25.058419, 121.563326
25.058419, 121.563327
25.058419, 121.563329
25.058419, 121.563330
25.058419, 121.563331
25.058419, 121.563332
25.058419, 121.563333
25.058419, 121.563334
25.058419, 121.563336
25.058419, 121.563337
25.058419, 121.563340
25.058419, 121.563341
25.058419, 121.563342
25.058419, 121.563345
25.058419, 121.563346
25.058419, 121.563347
25.058419, 121.563349
25.058419, 121.563350
25.058419, 121.563352
25.058419, 121.563353
25.058419, 121.563355
25.058419, 121.563356
25.058419, 121.563357
25.058419, 121.563358
25.058419, 121.563368
25.058419, 121.563378
25.058420, 121.563288
25.058420, 121.563296
25.058420, 121.563300
25.058420, 121.563302
25.058420, 121.563303
25.058420, 121.563307
25.058420, 121.563308
25.058420, 121.563311
25.058420, 121.563313
25.058420, 121.563314
25.058420, 121.563315
25.058420, 121.563316
25.058420, 121.563318
25.058420, 121.563319
25.058420, 121.563320
25.058420, 121.563321
25.058420, 121.563322
25.058420, 121.563323
25.058420, 121.563324
25.058420, 121.563325
25.058420, 121.563327
25.058420, 121.563329
25.058420, 121.563330
25.058420, 121.563331
25.058420, 121.563332
25.058420, 121.563335
25.058420, 121.563336
25.058420, 121.563338
25.058420, 121.563342
25.058420, 121.563343
25.058420, 121.563348
25.058420, 121.563349
25.058420, 121.563350
25.058420, 121.563351
25.058420, 121.563352
25.058420, 121.563354
25.058420, 121.563356
25.058420, 121.563359
25.058420, 121.563360
25.058420, 121.563368
25.058421, 121.563296
25.058421, 121.563304
25.058421, 121.563310
25.058421, 121.563314
25.058421, 121.563316
25.058421, 121.563318
25.058421, 121.563320
25.058421, 121.563322
25.058421, 121.563323
25.058421, 121.563327
25.058421, 121.563332
25.058421, 121.563334
25.058421, 121.563335
25.058421, 121.563337
25.058421, 121.563338
25.058421, 121.563343
25.058421, 121.563345
25.058421, 121.563353
25.058421, 121.563358
25.058421, 121.563361
25.058421, 121.563364
25.058421, 121.563373
25.058422, 121.563286
25.058422, 121.563298
25.058422, 121.563300
25.058422, 121.563306
25.058422, 121.563308
25.058422, 121.563311
25.058422, 121.563314
25.058422, 121.563315
25.058422, 121.563320
25.058422, 121.563323
25.058422, 121.563325
25.058422, 121.563326
25.058422, 121.563330
25.058422, 121.563331
25.058422, 121.563332
25.058422, 121.563333
25.058422, 121.563334
25.058422, 121.563335
25.058422, 121.563336
25.058422, 121.563337
25.058422, 121.563338
25.058422, 121.563339
25.058422, 121.563341
25.058422, 121.563342
25.058422, 121.563343
25.058422, 121.563344
25.058422, 121.563346
25.058422, 121.563348
25.058422, 121.563349
25.058422, 121.563350
25.058422, 121.563352
25.058422, 121.563354
25.058422, 121.563355
25.058422, 121.563356
25.058422, 121.563361
25.058422, 121.563362
25.058422, 121.563363
25.058422, 121.563366
25.058422, 121.563370
25.058423, 121.563284
25.058423, 121.563290
25.058423, 121.563293
25.058423, 121.563295
25.058423, 121.563298
25.058423, 121.563299
25.058423, 121.563313
25.058423, 121.563319
25.058423, 121.563321
25.058423, 121.563322
25.058423, 121.563323
25.058423, 121.563324
25.058423, 121.563326
25.058423, 121.563327
25.058423, 121.563329
25.058423, 121.563330
25.058423, 121.563331
25.058423, 121.563333
25.058423, 121.563336
25.058423, 121.563337
25.058423, 121.563341
25.058423, 121.563346
25.058423, 121.563348
25.058423, 121.563349
25.058423, 121.563350
25.058423, 121.563352
25.058423, 121.563353
25.058423, 121.563355
25.058423, 121.563356
25.058423, 121.563360
25.058423, 121.563368
25.058424, 121.563299
25.058424, 121.563309
25.058424, 121.563310
25.058424, 121.563312
25.058424, 121.563313
25.058424, 121.563315
25.058424, 121.563316
25.058424, 121.563317
25.058424, 121.563318
25.058424, 121.563319
25.058424, 121.563321
25.058424, 121.563326
25.058424, 121.563327
25.058424, 121.563328
25.058424, 121.563332
25.058424, 121.563334
25.058424, 121.563340
25.058424, 121.563342
