10	0.921528	0.858767	0.682830
15	0.898385	0.819601	0.604358
20	0.882760	0.789531	0.532726
25	0.883438	0.793194	0.565052
30	0.866441	0.767812	0.491319
35	0.860556	0.741424	0.409444
40	0.856910	0.735938	0.418976
45	0.854566	0.736875	0.443056
50	0.853438	0.738542	0.423889
55	0.854826	0.749792	0.437639
60	0.853090	0.739184	0.411389
