10	0.909219	0.837240	0.649028
15	0.900017	0.815833	0.580208
20	0.877309	0.775799	0.507326
25	0.866181	0.757413	0.494601
30	0.859878	0.734358	0.437847
35	0.850017	0.719705	0.433854
40	0.847691	0.714358	0.409462
45	0.845521	0.707656	0.393229
50	0.844844	0.702934	0.390052
55	0.837066	0.696684	0.367569
60	0.835451	0.689097	0.345226
