10	0.959236	0.922014	0.724583
15	0.939375	0.877778	0.623264
20	0.923750	0.849583	0.563194
25	0.919931	0.839514	0.624028
30	0.903958	0.813194	0.497083
35	0.902917	0.806181	0.519097
40	0.886806	0.783750	0.487222
45	0.889236	0.788819	0.446667
50	0.884444	0.790139	0.532917
55	0.880417	0.763611	0.427292
60	0.882361	0.772708	0.443056
