10	0.915712	0.848524	0.668767
15	0.893715	0.800069	0.574566
20	0.883837	0.786076	0.551319
25	0.862240	0.747917	0.482031
30	0.853021	0.723351	0.446927
35	0.850955	0.725729	0.446858
40	0.841927	0.701823	0.408490
45	0.835469	0.681927	0.373177
50	0.834531	0.695920	0.372153
55	0.839774	0.694253	0.391962
60	0.832604	0.685868	0.384184
