10	0.779861	0.744500	0.625569
15	0.759014	0.704069	0.547000
20	0.736889	0.674694	0.504125
25	0.731028	0.645000	0.429111
30	0.718889	0.617000	0.390111
35	0.721722	0.613764	0.374472
40	0.716083	0.608097	0.377806
45	0.719069	0.604181	0.372361
50	0.710056	0.591778	0.345556
55	0.704625	0.577389	0.315792
60	0.712028	0.578306	0.327458
