10	0.980417	0.960243	0.742674
15	0.970139	0.946181	0.738194
20	0.957986	0.925069	0.658299
25	0.943160	0.901146	0.585208
30	0.928646	0.883056	0.609167
35	0.923125	0.876771	0.599618
40	0.916076	0.863090	0.541562
45	0.908056	0.853160	0.533958
50	0.903715	0.850729	0.530660
55	0.900590	0.843264	0.519965
60	0.891979	0.834410	0.518542
