10	0.954444	0.900903	0.687778
15	0.948472	0.896667	0.707986
20	0.928819	0.859792	0.595278
25	0.907778	0.815903	0.537708
30	0.909097	0.834792	0.542708
35	0.904236	0.828750	0.599306
40	0.888125	0.798958	0.491528
45	0.894375	0.815486	0.538681
50	0.879306	0.774375	0.437083
55	0.888681	0.810208	0.463819
60	0.881458	0.790000	0.500000
