10	0.974306	0.952361	0.793646
15	0.960764	0.936354	0.748090
20	0.946771	0.922292	0.711146
25	0.942674	0.920035	0.719201
30	0.927326	0.897569	0.646007
35	0.922882	0.895069	0.671632
40	0.913611	0.882778	0.670139
45	0.904931	0.868889	0.630972
50	0.906493	0.874965	0.642014
55	0.900000	0.863437	0.609757
60	0.902882	0.869861	0.654826
